# title: 2022 President by City/Municipality
# unit: votes
# mode: lead
# colors: Bongbong Marcos=#bb1e1e; Leni Robredo=#ec1c8f; Manny Pacquiao=#33a02c; Isko Moreno=#1f78b4; Ping Lacson=#6a3d9a; Faisal Mangondato=#999999; Ernesto Abella=#7f7f7f; Leody de Guzman=#ff7f00; Norberto Gonzales=#8c510a; Jose Montemayor=#b15928
# series: Bongbong Marcos; Leni Robredo; Manny Pacquiao; Isko Moreno; Ping Lacson; Faisal Mangondato; Ernesto Abella; Leody de Guzman; Norberto Gonzales; Jose Montemayor
# Source: COMELEC 2022 transparency results (public domain, RA 8293 s.176)
psgc,label,Bongbong Marcos,Leni Robredo,Manny Pacquiao,Isko Moreno,Ping Lacson,Faisal Mangondato,Ernesto Abella,Leody de Guzman,Norberto Gonzales,Jose Montemayor
0802610000,HERNANI,2400,2372,326,116,54,3,12,7,18,3
0802611000,JIPAPAD,1901,2441,641,132,41,4,28,15,17,11
0802612000,LAWAAN,3869,2323,1815,238,82,2,33,17,27,11
0802613000,LLORENTE,6760,3675,384,78,21,1,20,10,22,3
0802614000,MASLOG,68,2762,17,7,4,0,4,0,2,2
0802615000,MAYDOLONG,3378,3954,1104,222,90,6,32,13,24,13
0802616000,MERCEDES,2145,1656,396,203,63,1,7,11,19,4
0802617000,ORAS,8080,9722,1438,606,231,21,140,77,84,36
0802618000,QUINAPONDAN,2745,4074,1063,188,52,4,58,22,40,8
0802619000,SALCEDO,4538,6347,996,364,184,12,29,32,65,15
0802620000,SAN JULIAN,3473,3589,1071,282,89,5,34,29,20,3
0802621000,SAN POLICARPO,3501,4682,808,228,77,7,45,12,31,12
0802622000,SULAT,3188,5843,462,311,109,4,16,50,25,11
0802623000,TAFT,6318,3839,849,308,100,8,41,35,28,24
0803701000,ABUYOG,25127,2858,2312,441,280,20,76,66,64,36
0803702000,ALANGALANG,24736,2969,1270,603,296,29,110,107,69,31
0803703000,ALBUERA,19010,2181,1308,524,266,27,74,72,66,21
0803705000,BABATNGON,12373,1239,932,264,145,11,67,66,33,19
0803706000,BARUGO,16309,2207,464,320,183,13,71,54,32,21
0803707000,BATO,14721,2659,1529,736,126,12,24,16,42,23
0803708000,CITY OF BAYBAY,45020,6931,2195,1163,679,52,171,94,97,88
0803710000,BURAUEN,20797,2855,1639,1092,289,19,91,48,68,51
0803713000,CALUBIAN,11980,2389,3182,367,192,9,52,24,37,24
0803714000,CAPOOCAN,13614,1536,2015,404,219,14,102,51,43,21
0803715000,CARIGARA,25176,3922,973,819,441,37,106,85,58,54
0803717000,DAGAMI,16736,1735,1020,411,165,14,79,45,46,26
0803718000,DULAG,21555,2999,1363,511,245,25,67,58,42,42
0803719000,HILONGOS,26416,5862,1345,624,285,95,73,42,70,40
0803720000,HINDANG,9067,1371,550,267,129,13,49,13,17,32
0803721000,INOPACAN,9242,1628,573,221,114,5,31,11,20,13
0803722000,ISABEL,20188,3897,1893,398,276,11,47,34,43,27
0803723000,JARO,20063,2381,1085,455,273,19,129,67,41,43
0803724000,JAVIER,9637,3553,229,98,42,5,49,10,28,7
0803725000,JULITA,6877,861,349,377,83,10,53,42,22,12
0803726000,KANANGA,18065,3222,8984,303,223,41,53,73,58,49
0803728000,LA PAZ,9593,1153,494,163,122,8,31,31,19,15
0803729000,LEYTE,11452,3705,5339,313,177,17,87,72,47,32
0803730000,MACARTHUR,10880,1092,448,154,88,9,40,23,25,14
0803731000,MAHAPLAG,10921,1351,1737,307,78,5,39,24,22,21
0803733000,MATAG-OB,8760,1312,647,123,70,6,19,6,22,6
0803734000,MATALOM,14169,1938,542,413,87,6,17,18,23,12
0803735000,MAYORGA,7586,1053,432,158,75,9,38,62,24,10
0803736000,MERIDA,12150,1853,2026,310,196,10,37,48,46,80
0803738000,ORMOC CITY,84215,15346,13566,1914,2056,113,220,240,329,157
0803739000,PALO,28290,5208,1164,702,522,38,90,75,71,47
0803740000,PALOMPON,28212,3613,1429,460,240,9,43,36,50,27
0803741000,PASTRANA,9744,984,644,218,146,9,38,26,26,17
0803742000,SAN ISIDRO,10474,2408,2660,250,67,4,46,22,29,14
0803743000,SAN MIGUEL,9091,1367,697,190,88,9,49,38,19,13
0803744000,SANTA FE,10107,955,481,213,120,5,38,19,16,22
0803745000,TABANGO,9711,2733,3204,653,164,14,97,111,27,28
0803746000,TABONTABON,6656,670,359,202,96,6,27,8,13,8
0831600000,CITY OF TACLOBAN,99613,12585,3265,1863,1419,86,168,240,145,117
0803748000,TANAUAN,26417,2966,626,631,345,20,111,57,40,32
0803749000,TOLOSA,11118,781,189,125,112,5,51,29,24,15
0803750000,TUNGA,4876,640,138,121,85,3,5,10,13,6
0803751000,VILLABA,14963,4255,2911,381,174,11,50,46,62,33
0804801000,ALLEN,7812,6346,1136,1447,139,22,52,48,33,15
0804802000,BIRI,3351,2874,633,500,59,6,31,29,21,11
0804803000,BOBON,4947,5503,2280,368,133,16,93,48,39,30
0804804000,CAPUL,4390,3547,253,215,94,2,40,19,20,4
0804805000,CATARMAN,23631,20354,4210,1276,483,56,166,217,177,64
0804806000,CATUBIG,3663,11681,1046,263,136,18,102,37,33,14
0804807000,GAMAY,4023,6606,1622,226,96,4,42,24,21,11
0804808000,LAOANG,5403,20472,1371,505,218,22,147,34,58,35
0804809000,LAPINIG,504,5093,200,11,8,1,3,0,2,4
0804810000,LAS NAVAS,4282,8983,2274,331,170,21,83,40,50,26
0804811000,LAVEZARES,6135,7042,1933,993,187,29,85,54,64,23
0804812000,MAPANAS,2398,5068,725,87,40,1,11,1,8,7
0804813000,MONDRAGON,11263,8004,2756,482,184,22,132,52,64,36
0804814000,PALAPAG,6529,8526,1470,559,201,16,126,57,53,59
0804815000,PAMBUJAN,4887,6990,2455,428,175,23,73,82,55,34
0804816000,ROSARIO,3596,1918,686,359,76,10,37,17,24,6
0804817000,SAN ANTONIO,2910,1660,478,221,44,2,10,13,6,3
0804818000,SAN ISIDRO,7207,5426,2079,362,162,18,253,50,45,29
0804819000,SAN JOSE,4550,3357,1423,524,87,10,43,27,35,13
0804820000,SAN ROQUE,4638,6309,1857,314,126,14,98,36,30,14
0804821000,SAN VICENTE,1880,1963,521,84,32,5,19,6,8,11
0804822000,SILVINO LOBOS,1518,4529,691,38,19,1,26,4,9,2
0804823000,VICTORIA,5058,3131,1011,302,116,5,52,19,24,14
0804824000,LOPE DE VEGA,2963,3990,1335,85,90,0,26,17,12,7
0806001000,ALMAGRO,4767,3614,185,52,18,0,4,3,3,9
0806002000,BASEY,19532,5289,5704,1004,315,38,232,98,139,68
0806003000,CITY OF CALBAYOG,68796,40291,5010,1722,798,101,89,80,96,48
0806004000,CALBIGA,7621,4264,1805,427,138,9,68,36,26,15
0806005000,CITY OF CATBALOGAN,35629,11881,7481,1735,667,97,228,91,154,82
0806006000,DARAM,10662,5429,4823,484,142,14,147,19,75,33
0806007000,GANDARA,16497,5830,368,135,81,2,22,7,22,3
0806008000,HINABANGAN,5705,1745,1382,312,71,5,75,12,13,6
0806009000,JIABONG,5582,2785,2665,246,112,11,81,15,24,16
0806010000,MARABUT,6435,1772,1455,309,99,11,74,12,24,9
0806011000,MATUGUINAO,4326,713,58,10,36,0,1,1,5,0
0806012000,MOTIONG,3619,2762,2152,172,68,6,61,18,21,20
0806013000,PINABACDAO,4837,4288,949,281,77,7,49,13,10,8
0806014000,SAN JOSE DE BUAN,1798,1729,799,34,28,5,21,9,11,6
0806015000,SAN SEBASTIAN,3508,1062,598,322,46,3,23,6,10,3
0806016000,SANTA MARGARITA,11081,4733,696,284,107,6,14,9,27,10
0806017000,SANTA RITA,16447,3123,3112,312,138,19,100,26,79,42
0806018000,SANTO NIÑO,6275,1734,652,195,40,4,21,10,20,10
0806019000,TALALORA,3461,833,580,194,30,8,44,15,13,5
0806020000,TARANGNAN,10478,3958,1616,300,105,7,41,23,30,21
0806021000,VILLAREAL,9804,3041,1894,538,137,19,105,26,53,17
0806022000,PARANAS,8260,7195,2351,383,181,8,124,33,42,14
0806023000,ZUMARRAGA,5416,2597,1583,294,71,6,75,19,27,16
0806024000,TAGAPUL-AN,4962,857,577,51,19,1,3,1,6,1
0806025000,SAN JORGE,7467,3088,792,96,324,0,18,12,14,7
0806026000,PAGSANGHAN,3911,2407,159,88,36,1,6,10,5,2
0806401000,ANAHAWAN,3488,605,573,171,30,0,2,8,4,1
0806402000,BONTOC,10745,2556,1708,1494,144,11,70,23,30,26
0806403000,HINUNANGAN,10828,2678,2384,1330,184,27,45,38,34,31
0806404000,HINUNDAYAN,4832,1559,687,429,81,7,16,10,9,15
0806405000,LIBAGON,5866,1186,810,451,39,2,15,16,16,6
0806406000,LILOAN,10164,1005,552,516,59,5,15,12,9,5
0806407000,CITY OF MAASIN,34833,7613,2335,1423,452,62,99,85,106,60
0806408000,MACROHON,11262,2063,675,811,99,8,36,32,31,17
0806409000,MALITBOG,6711,1700,630,1234,70,21,18,34,36,9
0806410000,PADRE BURGOS,4825,708,420,254,49,25,9,11,9,2
0806411000,PINTUYAN,4682,737,487,289,40,1,13,3,8,4
0806412000,SAINT BERNARD,9413,2186,2115,1230,130,11,36,27,31,13
0806413000,SAN FRANCISCO,5609,1046,541,306,41,4,15,11,16,16
0806414000,SAN JUAN,5513,1267,1050,400,128,6,32,19,20,20
0806415000,SAN RICARDO,3959,737,506,152,32,9,17,7,9,7
0806416000,SILAGO,4949,1409,1039,575,84,2,14,21,16,15
0806417000,SOGOD,10671,3726,3851,7131,128,63,46,55,41,28
0806418000,TOMAS OPPUS,6544,1436,1150,424,208,5,10,11,9,18
0806419000,LIMASAWA,3076,343,85,31,11,0,7,9,3,4
0807801000,ALMERIA,7105,1091,1278,362,91,8,33,22,26,16
0807802000,BILIRAN,7934,1027,1093,235,89,10,40,33,15,24
0807803000,CABUCGAYAN,7786,1247,1746,324,84,9,34,17,16,14
0807804000,CAIBIRAN,7039,1629,3502,315,136,19,47,29,19,19
0807805000,CULABA,4864,1050,1812,233,60,7,20,14,12,21
0807806000,KAWAYAN,6731,1635,2401,218,70,13,42,23,20,17
0807807000,MARIPIPI,2763,512,427,113,24,2,22,5,6,7
0807808000,NAVAL,16465,3660,5088,645,302,84,89,56,45,31
0907201000,CITY OF DAPITAN,42382,9473,5111,1215,302,25,58,53,173,89
0907202000,CITY OF DIPOLOG,39640,15673,8929,2086,577,99,79,133,192,138
0907203000,KATIPUNAN,11732,5000,5566,585,123,30,52,47,65,43
0907204000,LA LIBERTAD,2092,1217,1164,163,11,6,6,6,9,20
0907205000,LABASON,12752,3749,5350,490,179,155,61,43,60,53
0907206000,LILOY,8592,7706,6663,388,167,26,56,41,53,48
0907207000,MANUKAN,8493,3028,5655,333,114,29,68,48,58,46
0907208000,MUTIA,3990,1268,1827,184,32,3,3,10,17,19
0907209000,PIÑAN,6391,1947,2733,304,53,12,14,13,30,37
0907210000,POLANCO,15265,3740,4204,623,155,14,39,32,90,71
0907211000,PRES. MANUEL A. ROXAS,7443,6768,5247,318,107,22,63,50,77,44
0907212000,RIZAL,5602,1332,2301,362,71,6,18,24,18,18
0907213000,SALUG,8862,2921,4672,261,62,91,52,37,46,24
0907214000,SERGIO OSMEÑA SR.,8953,1572,6525,243,72,21,42,19,58,59
0907215000,SIAYAN,6915,3206,6813,171,60,19,47,23,53,34
0907216000,SIBUCO,10832,2469,4945,872,119,674,79,71,82,59
0907217000,SIBUTAD,6092,2160,2112,172,51,5,10,11,26,27
0907218000,SINDANGAN,22169,11568,17022,959,323,102,210,145,137,112
0907219000,SIOCON,13362,2893,3309,583,189,330,66,32,70,33
0907220000,SIRAWAI,6595,3690,1302,578,29,932,54,30,33,16
0907221000,TAMPILISAN,4946,2863,4473,163,83,8,41,23,41,28
0907222000,JOSE DALMAN,5596,3144,5617,148,68,20,47,53,80,55
0907223000,GUTALAC,7882,2961,7614,316,111,25,51,38,60,40
0907224000,BALIGUIAN,4968,1249,3943,336,71,111,39,31,28,15
0907225000,GODOD,2735,1663,3939,92,29,27,47,18,32,16
0907226000,BACUNGAN,5339,1268,6683,268,89,34,89,54,53,42
0907227000,KALAWIT,4389,1194,5517,160,299,40,46,34,34,22
0907302000,AURORA,17887,3778,6515,503,284,41,37,46,62,58
0907303000,BAYOG,11387,1043,2662,139,55,18,41,16,22,21
0907305000,DIMATALING,9772,1663,2763,501,42,127,70,21,38,25
0907306000,DINAS,8986,3138,3639,776,86,195,56,19,33,38
0907307000,DUMALINAO,14056,1381,2260,236,89,21,30,18,26,12
0907308000,DUMINGAG,10066,4695,8301,274,127,33,79,45,108,34
0907311000,KUMALARANG,10120,1447,2103,270,59,104,54,20,36,18
0907312000,LABANGAN,14417,3135,2860,1119,138,445,51,27,51,33
0907313000,LAPUYAN,8784,1194,2031,207,92,99,72,32,72,34
0907315000,MAHAYAG,13450,3807,6392,361,154,24,70,48,117,34
0907317000,MARGOSATUBIG,11772,1330,3370,441,141,72,86,54,81,32
0907318000,MIDSALIP,7579,1947,6295,243,122,15,53,28,64,32
0907319000,MOLAVE,17795,2679,5551,856,151,80,45,45,80,44
0907322000,CITY OF PAGADIAN,83541,9451,13391,2210,733,492,155,125,313,100
0907323000,RAMON MAGSAYSAY,9723,1407,2503,200,59,9,45,14,70,13
0907324000,SAN MIGUEL,6689,1003,2489,152,83,12,55,23,29,21
0907325000,SAN PABLO,8752,1393,3011,229,62,57,24,9,21,27
0907327000,TABINA,11081,827,1087,190,50,5,14,21,9,6
0907328000,TAMBULIG,9302,5631,4561,141,82,3,34,14,56,15
0907330000,TUKURAN,16593,2142,3122,349,124,123,89,10,34,68
0931700000,CITY OF ZAMBOANGA,226081,55398,25955,15335,5117,2214,693,646,1005,612
0907333000,LAKEWOOD,7513,819,2101,139,43,5,19,16,19,12
0907337000,JOSEFINA,4812,805,895,55,18,2,9,3,11,7
0907338000,PITOGO,11939,480,1814,120,33,9,12,17,13,9
0907340000,SOMINOT,4454,907,2332,91,29,15,14,5,13,11
0907341000,VINCENZO A. SAGUN,8549,468,2848,100,47,5,13,5,21,30
0907343000,GUIPOS,8585,704,2396,191,68,14,26,13,14,15
0907344000,TIGBAO,6760,1321,2262,117,53,12,44,17,31,14
0908301000,ALICIA,11307,2721,4311,395,90,144,80,53,49,22
0908302000,BUUG,12154,2462,4054,351,126,67,36,28,39,26
0908303000,DIPLAHAN,11427,1901,3171,264,89,12,38,41,18,14
0908304000,IMELDA,7797,950,3387,135,81,58,37,24,27,21
0908305000,IPIL,22429,6984,13259,1376,414,265,125,88,103,54
0908306000,KABASALAN,14095,3530,6643,1489,257,91,89,52,50,50
0908307000,MABUHAY,8658,926,1531,184,54,61,27,17,18,16
0908308000,MALANGAS,9156,2294,3867,437,108,208,62,38,52,43
0908309000,NAGA,9474,4979,4937,745,157,154,78,36,40,19
0908310000,OLUTANGA,7947,1729,2479,308,64,88,37,13,48,15
0908311000,PAYAO,9255,1743,4722,256,89,138,71,31,54,33
0908312000,ROSELLER LIM,11567,2121,7348,371,128,51,69,57,45,40
0908313000,SIAY,9947,6016,3934,426,114,47,82,36,31,21
0908314000,TALUSAN,4215,1097,2200,247,34,88,26,26,26,14
0908315000,TITAY,10418,3888,10975,619,234,84,114,83,62,49
0908316000,TUNGAWAN,8425,2806,8596,410,180,449,176,72,84,58
1001301000,BAUNGON,11640,2355,6295,695,218,30,106,81,73,46
1001302000,DAMULOG,9441,1735,3495,347,116,109,90,49,49,39
1001303000,DANGCAGAN,10355,1090,2170,242,107,5,44,27,19,32
1001304000,DON CARLOS,25851,3342,4455,657,309,86,157,83,98,117
1001305000,IMPASUG-ONG,17262,3399,4942,409,236,26,87,54,73,49
1001306000,KADINGILAN,13832,1275,3227,433,137,30,105,55,40,49
1001307000,KALILANGAN,14913,2485,2847,583,236,515,71,59,74,58
1001308000,KIBAWE,10219,916,9295,260,138,26,74,38,51,43
1001309000,KITAOTAO,17233,1467,3704,323,121,23,83,68,65,53
1001310000,LANTAPAN,21155,3800,5017,1008,291,59,223,113,91,62
1001311000,LIBONA,14499,3591,5144,478,252,34,129,76,73,46
1001312000,CITY OF MALAYBALAY,73433,10365,8724,2539,1219,304,340,241,231,147
1001313000,MALITBOG,8835,1685,3382,237,89,13,64,36,48,47
1001314000,MANOLO FORTICH,36283,7399,8083,1242,626,34,209,91,126,105
1001315000,MARAMAG,36248,4172,7889,1244,533,76,208,166,107,99
1001316000,PANGANTUCAN,17300,2658,7333,510,275,64,111,106,108,87
1001317000,QUEZON,40140,5352,6552,1001,551,50,237,308,146,139
1001318000,SAN FERNANDO,18234,1531,7752,356,156,44,117,108,72,56
1001319000,SUMILAO,9516,3596,1527,263,182,26,98,67,68,33
1001320000,TALAKAG,16556,4628,13133,832,375,170,236,156,131,125
1001321000,CITY OF VALENCIA,80715,10889,12021,1759,789,184,279,241,215,146
1001322000,CABANGLASAN,11285,2720,3775,466,187,24,88,66,44,27
1001801000,CATARMAN,8806,801,362,82,36,8,12,17,9,28
1001802000,GUINSILIBAN,3731,339,149,20,15,2,4,7,4,2
1001803000,MAHINOG,7270,856,237,84,41,0,20,6,12,36
1001804000,MAMBAJAO,19591,1912,554,242,106,19,25,28,21,51
1001805000,SAGAY,5923,683,415,77,34,6,15,13,16,8
1003501000,BACOLOD,8920,1230,1314,327,131,338,24,19,35,18
1003502000,BALOI,7801,3269,378,939,80,3256,38,7,24,12
1003503000,BAROY,9021,1872,3349,293,178,16,50,50,44,31
1030900000,CITY OF ILIGAN,107514,18857,15092,3843,1822,1583,371,226,274,179
1003505000,KAPATAGAN,18263,1714,5094,900,130,67,50,48,48,41
1003506000,SULTAN NAGA DIMAPORO,28454,198,205,42,11,115,6,3,5,3
1003507000,KAUSWAGAN,7397,2403,927,250,106,500,58,26,21,7
1003508000,KOLAMBUGAN,9382,1801,1855,291,147,195,42,29,34,21
1003509000,LALA,23548,4073,9172,751,317,54,73,90,75,87
1003510000,LINAMON,7151,1065,1155,220,104,59,25,18,17,18
1003511000,MAGSAYSAY,4926,787,960,197,44,487,24,10,17,17
1003512000,MAIGO,7700,1460,1680,265,110,287,41,62,29,29
1003513000,MATUNGAO,2074,1635,254,425,25,2467,32,8,13,4
1003514000,MUNAI,3773,2440,146,613,28,3348,31,26,31,14
1003515000,NUNUNGAN,8003,178,33,184,2,451,5,3,9,2
1003516000,PANTAO RAGAT,0,9842,0,0,0,0,0,0,0,0
1003517000,POONA PIAGAPO,815,3440,151,476,41,2959,43,23,27,9
1003518000,SALVADOR,7981,1841,1177,252,26,627,7,7,8,5
1003519000,SAPAD,10209,187,174,34,12,63,6,4,6,0
1003520000,TAGOLOAN,1748,1811,1015,231,12,1063,35,10,14,3
1003521000,TANGCAL,2339,1584,53,224,9,1086,8,1,6,3
1003522000,TUBOD,14756,2329,5351,499,266,120,95,59,39,50
1003523000,PANTAR,1611,2422,171,634,33,4679,40,25,41,20
1004201000,ALORAN,12682,1324,1743,230,91,4,17,11,29,19
1004202000,BALIANGAO,6395,1016,2000,91,62,8,12,9,18,14
1004203000,BONIFACIO,8793,2678,4715,206,112,12,51,47,39,19
1004204000,CALAMBA,8892,1340,1687,159,65,2,23,19,20,15
1004205000,CLARIN,15970,2098,2527,265,85,12,18,36,24,14
1004206000,CONCEPCION,1324,189,1285,14,8,1,4,2,3,2
1004207000,JIMENEZ,13184,1741,2575,337,110,9,19,20,24,15
1004208000,LOPEZ JAENA,10888,1237,1895,233,59,6,21,30,21,24
1004209000,CITY OF OROQUIETA,32065,4024,6142,695,316,37,88,83,64,43
1004210000,CITY OF OZAMIS,66883,8638,6439,1128,465,65,85,164,125,62
1004211000,PANAON,4455,459,773,71,24,3,3,5,5,7
1004212000,PLARIDEL,17723,2096,3158,217,108,6,25,16,34,12
1004213000,SAPANG DALAGA,7407,810,3102,110,38,4,8,8,27,9
1004214000,SINACABAN,8927,971,1001,171,71,2,5,10,9,11
1004215000,CITY OF TANGUB,28084,2882,4702,346,121,31,35,48,51,39
1004216000,TUDELA,10828,1542,2220,258,56,3,22,34,34,18
1004217000,DON VICTORIANO CHIONGBIAN,3653,245,1439,42,20,1,3,6,10,9
1004301000,ALUBIJID,12282,3122,1896,320,108,11,57,23,38,21
1004302000,BALINGASAG,29977,4723,4175,1270,405,44,127,80,94,47
1004303000,BALINGOAN,5059,972,860,137,54,12,12,14,14,2
1004304000,BINUANGAN,4043,615,786,147,58,6,14,14,11,6
1030500000,CITY OF CAGAYAN DE ORO,237653,34372,25220,5556,3585,550,531,409,464,360
1004306000,CLAVERIA,21956,2794,3814,593,216,32,101,73,79,45
1004307000,CITY OF EL SALVADOR,26710,3921,4682,806,301,23,127,88,67,43
1004308000,CITY OF GINGOOG,46026,8753,16586,1811,770,158,225,203,177,149
1004309000,GITAGUM,9212,985,1429,214,73,10,32,17,25,12
1004310000,INITAO,13374,1698,2725,312,128,20,39,24,30,21
1004311000,JASAAN,26118,3087,2553,645,293,22,55,84,60,46
1004312000,KINOGUITAN,5999,1880,1572,191,59,10,21,10,17,2
1004313000,LAGONGLONG,10091,1660,2000,352,133,17,34,26,41,23
1004314000,LAGUINDINGAN,13175,1463,1891,314,137,28,46,19,36,19
1004315000,LIBERTAD,6127,1094,1041,274,75,8,17,14,12,19
1004316000,LUGAIT,9200,798,1557,146,124,9,38,23,16,9
1004317000,MAGSAYSAY,10932,2583,4560,367,165,15,55,44,66,39
1004318000,MANTICAO,11491,1442,3973,269,135,30,74,41,43,27
1004319000,MEDINA,13588,2327,2985,1639,184,42,48,39,43,20
1004320000,NAAWAN,9666,921,1812,187,112,21,24,19,32,16
1004321000,OPOL,23819,3189,3893,544,311,69,88,42,64,37
1004322000,SALAY,11596,2147,3092,538,160,21,57,58,62,36
1004323000,SUGBONGCOGON,4961,651,1362,131,56,2,20,16,24,13
1004324000,TAGOLOAN,33897,3184,2874,686,263,131,99,52,65,21
1004325000,TALISAYAN,10717,1963,2897,510,126,18,33,47,97,23
1004326000,VILLANUEVA,16690,2334,1751,478,153,35,44,25,32,27
1102301000,ASUNCION,27187,2496,2180,244,413,59,84,67,40,39
1102303000,CARMEN,35110,2147,1544,327,347,66,57,53,59,63
1102305000,KAPALONG,28405,6736,2016,251,560,16,82,34,60,46
1102314000,NEW CORELLA,23172,2707,3466,296,527,16,82,62,50,50
1102315000,CITY OF PANABO,90627,5745,3181,796,1230,209,131,126,114,86
1102317000,ISLAND GARDEN CITY OF SAMAL,60709,3288,4124,750,495,94,125,126,128,98
1102318000,SANTO TOMAS,54207,2358,2056,440,403,134,109,106,103,71
1102319000,CITY OF TAGUM,118546,10823,7370,1359,2330,495,257,210,202,123
1102322000,TALAINGOD,8397,489,1892,90,72,11,36,31,35,17
1102323000,BRAULIO E. DUJALI,12696,1279,680,134,199,43,30,19,26,11
1102324000,SAN ISIDRO,11511,1305,2224,157,250,12,48,39,36,17
1102401000,BANSALAN,31266,1654,3045,381,302,64,82,77,83,56
1130700000,CITY OF DAVAO,649725,31961,14319,6839,7448,2242,2262,894,1227,682
1102403000,CITY OF DIGOS,73934,5834,10320,916,893,379,232,131,188,115
1102404000,HAGONOY,23235,1835,3036,437,214,45,82,77,54,44
1102406000,KIBLAWAN,16867,1539,3830,275,183,12,48,34,40,27
1102407000,MAGSAYSAY,27621,1197,2496,226,171,18,67,40,41,28
1102408000,MALALAG,15429,1006,3165,229,126,9,39,18,43,40
1102410000,MATANAO,25211,1960,3782,583,242,37,68,71,67,51
1102411000,PADADA,15596,994,1484,269,165,33,28,28,44,20
1102412000,SANTA CRUZ,47436,2334,2715,505,387,286,82,108,142,75
1102414000,SULOP,14074,1337,2929,304,154,14,66,37,35,26
1102501000,BAGANGA,18359,2108,7896,358,182,67,75,93,118,63
1102502000,BANAYBANAY,19784,1283,2546,332,191,151,68,40,53,23
1102503000,BOSTON,4924,524,2463,90,36,5,29,19,18,19
1102504000,CARAGA,15074,1956,3016,333,171,22,105,93,54,122
1102505000,CATEEL,15388,1838,5001,250,182,38,117,69,77,36
1102506000,GOVERNOR GENEROSO,26596,1114,3010,353,213,52,120,85,88,45
1102507000,LUPON,29751,2320,5231,549,282,137,163,117,99,66
1102508000,MANAY,15105,1294,5590,220,214,33,167,79,60,115
1102509000,CITY OF MATI,63568,4462,8849,1051,628,476,222,128,134,170
1102510000,SAN ISIDRO,16212,1053,1842,215,182,32,40,31,39,24
1102511000,TARRAGONA,8871,1472,3665,232,130,127,74,49,59,42
1108201000,COMPOSTELA,40580,3106,4768,612,528,82,118,105,153,66
1108202000,LAAK,32497,2198,5743,437,245,28,156,133,171,43
1108203000,MABINI,19441,1258,2198,189,162,73,47,73,80,33
1108204000,MACO,42983,2251,3016,359,353,105,89,74,116,39
1108205000,MARAGUSAN,30966,1258,2812,319,246,50,84,62,91,123
1108206000,MAWAB,20115,1143,1349,190,368,21,42,45,69,16
1108207000,MONKAYO,43676,3321,5009,645,720,138,106,114,152,79
1108208000,MONTEVISTA,20555,1432,3295,241,206,16,105,48,59,30
1108209000,NABUNTURAN,34007,2195,3551,478,480,74,76,85,102,56
1108210000,NEW BATAAN,21812,1586,3601,270,262,17,62,50,76,31
1108211000,PANTUKAN,37297,2929,6519,518,355,218,158,140,185,71
1108601000,DON MARCELINO,14176,391,3008,112,70,12,61,32,57,27
1108602000,JOSE ABAD SANTOS,10452,587,15781,114,69,73,71,47,58,59
1108603000,MALITA,52898,850,3088,229,162,89,60,32,76,26
1108604000,SANTA MARIA,19963,912,3943,197,105,33,86,70,46,33
1108605000,SARANGANI,4776,241,4543,71,32,497,54,21,28,16
1204701000,ALAMADA,19606,5714,4158,747,600,1804,141,77,90,49
1204702000,CARMEN,27301,7052,1800,495,125,180,26,19,40,23
1204703000,KABACAN,25624,9567,792,1343,211,304,69,105,88,22
1204704000,CITY OF KIDAPAWAN,61843,6927,4544,1601,1286,311,113,116,147,117
1204705000,LIBUNGAN,23034,2331,3159,533,273,58,59,45,65,47
1204706000,MAGPET,24324,1944,2808,462,271,16,44,44,76,34
1204707000,MAKILALA,39462,3097,2755,700,599,357,75,90,72,54
1204708000,MATALAM,28925,5421,2905,1092,341,219,86,82,85,63
1204709000,MIDSAYAP,45352,7179,2544,1225,672,247,52,71,92,72
1204710000,M'LANG,33599,7602,3673,1203,1518,120,80,70,71,48
1204711000,PIGKAWAYAN,22116,2564,1119,545,296,62,46,39,52,27
1204712000,PIKIT,13700,7961,437,2047,105,279,62,17,38,18
1204713000,PRESIDENT ROXAS,20318,2317,1915,669,236,54,43,52,51,24
1204714000,TULUNAN,20823,4484,4008,1066,439,113,78,64,70,33
1204715000,ANTIPAS,11433,1115,1341,313,195,9,25,27,29,17
1204716000,BANISILAN,12288,4549,2701,670,254,508,121,63,45,40
1204717000,ALEOSAN,11883,3947,1190,525,166,91,61,39,53,32
1204718000,ARAKAN,19019,1791,3189,485,247,56,118,54,64,37
1206302000,BANGA,29845,7239,5904,1237,615,100,101,92,95,64
1230800000,CITY OF GENERAL SANTOS,152703,27344,81351,3482,3053,1107,348,315,292,398
1206306000,CITY OF KORONADAL,70436,17808,7460,2069,1887,217,183,174,145,93
1206311000,NORALA,17545,3986,2224,679,366,33,45,42,38,21
1206312000,POLOMOLOK,59883,11913,14213,1692,1325,371,107,118,161,125
1206313000,SURALLAH,30513,6913,5810,1105,611,58,125,106,83,41
1206314000,TAMPAKAN,13218,2232,6780,283,237,24,53,45,47,24
1206315000,TANTANGAN,16410,3228,2445,479,230,47,57,36,65,23
1206316000,T'BOLI,28051,2694,13990,345,301,178,150,161,159,95
1206317000,TUPI,24677,4367,7286,533,351,103,78,76,64,57
1206318000,SANTO NIÑO,13565,4153,1854,610,343,40,48,31,41,41
1206319000,LAKE SEBU,19703,2606,11670,329,184,89,135,92,142,91
1206501000,BAGUMBAYAN,20601,7624,5959,778,253,235,113,103,84,52
