psgc,correspondence,name,geo_lvl,city_lvl,province_psgc,region_psgc
0405813000,045813000,Taytay,Mun,,0405800000,0400000000
0405814000,045814000,Teresa,Mun,,0405800000,0400000000
0500501000,050501000,Bacacay,Mun,,0500500000,0500000000
0500502000,050502000,Camalig,Mun,,0500500000,0500000000
0500503000,050503000,Daraga,Mun,,0500500000,0500000000
0500504000,050504000,Guinobatan,Mun,,0500500000,0500000000
0500505000,050505000,Jovellar,Mun,,0500500000,0500000000
0500506000,050506000,Legazpi City,City,CC,0500500000,0500000000
0500507000,050507000,Libon,Mun,,0500500000,0500000000
0500508000,050508000,City of Ligao,City,CC,0500500000,0500000000
0500509000,050509000,Malilipot,Mun,,0500500000,0500000000
0500510000,050510000,Malinao,Mun,,0500500000,0500000000
0500511000,050511000,Manito,Mun,,0500500000,0500000000
0500512000,050512000,Oas,Mun,,0500500000,0500000000
0500513000,050513000,Pio Duran,Mun,,0500500000,0500000000
0500514000,050514000,Polangui,Mun,,0500500000,0500000000
0500515000,050515000,Rapu-Rapu,Mun,,0500500000,0500000000
0500516000,050516000,Santo Domingo,Mun,,0500500000,0500000000
0500517000,050517000,City of Tabaco,City,CC,0500500000,0500000000
0500518000,050518000,Tiwi,Mun,,0500500000,0500000000
0501601000,051601000,Basud,Mun,,0501600000,0500000000
0501602000,051602000,Capalonga,Mun,,0501600000,0500000000
0501603000,051603000,Daet,Mun,,0501600000,0500000000
0501604000,051604000,San Lorenzo Ruiz,Mun,,0501600000,0500000000
0501605000,051605000,Jose Panganiban,Mun,,0501600000,0500000000
0501606000,051606000,Labo,Mun,,0501600000,0500000000
0501607000,051607000,Mercedes,Mun,,0501600000,0500000000
0501608000,051608000,Paracale,Mun,,0501600000,0500000000
0501609000,051609000,San Vicente,Mun,,0501600000,0500000000
0501610000,051610000,Santa Elena,Mun,,0501600000,0500000000
0501611000,051611000,Talisay,Mun,,0501600000,0500000000
0501612000,051612000,Vinzons,Mun,,0501600000,0500000000
0501701000,051701000,Baao,Mun,,0501700000,0500000000
0501702000,051702000,Balatan,Mun,,0501700000,0500000000
0501703000,051703000,Bato,Mun,,0501700000,0500000000
0501704000,051704000,Bombon,Mun,,0501700000,0500000000
0501705000,051705000,Buhi,Mun,,0501700000,0500000000
0501706000,051706000,Bula,Mun,,0501700000,0500000000
0501707000,051707000,Cabusao,Mun,,0501700000,0500000000
0501708000,051708000,Calabanga,Mun,,0501700000,0500000000
0501709000,051709000,Camaligan,Mun,,0501700000,0500000000
0501710000,051710000,Canaman,Mun,,0501700000,0500000000
0501711000,051711000,Caramoan,Mun,,0501700000,0500000000
0501712000,051712000,Del Gallego,Mun,,0501700000,0500000000
0501713000,051713000,Gainza,Mun,,0501700000,0500000000
0501714000,051714000,Garchitorena,Mun,,0501700000,0500000000
0501715000,051715000,Goa,Mun,,0501700000,0500000000
0501716000,051716000,Iriga City,City,CC,0501700000,0500000000
0501717000,051717000,Lagonoy,Mun,,0501700000,0500000000
0501731000,051731000,Sagñay,Mun,,0501700000,0500000000
0501732000,051732000,San Fernando,Mun,,0501700000,0500000000
0501733000,051733000,San Jose,Mun,,0501700000,0500000000
0501734000,051734000,Sipocot,Mun,,0501700000,0500000000
0501735000,051735000,Siruma,Mun,,0501700000,0500000000
0501736000,051736000,Tigaon,Mun,,0501700000,0500000000
0501737000,051737000,Tinambac,Mun,,0501700000,0500000000
0502001000,052001000,Bagamanoc,Mun,,0502000000,0500000000
0502002000,052002000,Baras,Mun,,0502000000,0500000000
0502003000,052003000,Bato,Mun,,0502000000,0500000000
0502004000,052004000,Caramoran,Mun,,0502000000,0500000000
0502005000,052005000,Gigmoto,Mun,,0502000000,0500000000
0502006000,052006000,Pandan,Mun,,0502000000,0500000000
0502007000,052007000,Panganiban,Mun,,0502000000,0500000000
0502008000,052008000,San Andres,Mun,,0502000000,0500000000
0502009000,052009000,San Miguel,Mun,,0502000000,0500000000
0502010000,052010000,Viga,Mun,,0502000000,0500000000
0502011000,052011000,Virac,Mun,,0502000000,0500000000
0504101000,054101000,Aroroy,Mun,,0504100000,0500000000
0504102000,054102000,Baleno,Mun,,0504100000,0500000000
0504103000,054103000,Balud,Mun,,0504100000,0500000000
0504104000,054104000,Batuan,Mun,,0504100000,0500000000
0504105000,054105000,Cataingan,Mun,,0504100000,0500000000
0504106000,054106000,Cawayan,Mun,,0504100000,0500000000
0504107000,054107000,Claveria,Mun,,0504100000,0500000000
0504108000,054108000,Dimasalang,Mun,,0504100000,0500000000
0504109000,054109000,Esperanza,Mun,,0504100000,0500000000
0504110000,054110000,Mandaon,Mun,,0504100000,0500000000
0504111000,054111000,City of Masbate,City,CC,0504100000,0500000000
0504112000,054112000,Milagros,Mun,,0504100000,0500000000
0504113000,054113000,Mobo,Mun,,0504100000,0500000000
0504114000,054114000,Monreal,Mun,,0504100000,0500000000
0504115000,054115000,Palanas,Mun,,0504100000,0500000000
0504116000,054116000,Pio V. Corpuz,Mun,,0504100000,0500000000
0504117000,054117000,Placer,Mun,,0504100000,0500000000
0504118000,054118000,San Fernando,Mun,,0504100000,0500000000
0504119000,054119000,San Jacinto,Mun,,0504100000,0500000000
0504120000,054120000,San Pascual,Mun,,0504100000,0500000000
0504121000,054121000,Uson,Mun,,0504100000,0500000000
0506202000,056202000,Barcelona,Mun,,0506200000,0500000000
0506203000,056203000,Bulan,Mun,,0506200000,0500000000
0506204000,056204000,Bulusan,Mun,,0506200000,0500000000
0506205000,056205000,Casiguran,Mun,,0506200000,0500000000
0506206000,056206000,Castilla,Mun,,0506200000,0500000000
0506207000,056207000,Donsol,Mun,,0506200000,0500000000
0506208000,056208000,Gubat,Mun,,0506200000,0500000000
0506209000,056209000,Irosin,Mun,,0506200000,0500000000
0506210000,056210000,Juban,Mun,,0506200000,0500000000
0506211000,056211000,Magallanes,Mun,,0506200000,0500000000
0506212000,056212000,Matnog,Mun,,0506200000,0500000000
0506213000,056213000,Pilar,Mun,,0506200000,0500000000
0506214000,056214000,Prieto Diaz,Mun,,0506200000,0500000000
0506215000,056215000,Santa Magdalena,Mun,,0506200000,0500000000
0506216000,056216000,City of Sorsogon,City,CC,0506200000,0500000000
0600401000,060401000,Altavas,Mun,,0600400000,0600000000
0600402000,060402000,Balete,Mun,,0600400000,0600000000
0600403000,060403000,Banga,Mun,,0600400000,0600000000
0600404000,060404000,Batan,Mun,,0600400000,0600000000
0600405000,060405000,Buruanga,Mun,,0600400000,0600000000
0600406000,060406000,Ibajay,Mun,,0600400000,0600000000
0600407000,060407000,Kalibo,Mun,,0600400000,0600000000
0600408000,060408000,Lezo,Mun,,0600400000,0600000000
0600409000,060409000,Libacao,Mun,,0600400000,0600000000
0600410000,060410000,Madalag,Mun,,0600400000,0600000000
0600411000,060411000,Makato,Mun,,0600400000,0600000000
0600412000,060412000,Malay,Mun,,0600400000,0600000000
0600413000,060413000,Malinao,Mun,,0600400000,0600000000
0600414000,060414000,Nabas,Mun,,0600400000,0600000000
0600415000,060415000,New Washington,Mun,,0600400000,0600000000
0600416000,060416000,Numancia,Mun,,0600400000,0600000000
0600417000,060417000,Tangalan,Mun,,0600400000,0600000000
0600601000,060601000,Anini-Y,Mun,,0600600000,0600000000
0600602000,060602000,Barbaza,Mun,,0600600000,0600000000
0600603000,060603000,Belison,Mun,,0600600000,0600000000
0600604000,060604000,Bugasong,Mun,,0600600000,0600000000
0600605000,060605000,Caluya,Mun,,0600600000,0600000000
0600606000,060606000,Culasi,Mun,,0600600000,0600000000
0600607000,060607000,Tobias Fornier,Mun,,0600600000,0600000000
0600608000,060608000,Hamtic,Mun,,0600600000,0600000000
0600609000,060609000,Laua-An,Mun,,0600600000,0600000000
0600610000,060610000,Libertad,Mun,,0600600000,0600000000
0600611000,060611000,Pandan,Mun,,0600600000,0600000000
0600612000,060612000,Patnongon,Mun,,0600600000,0600000000
0600613000,060613000,San Jose,Mun,,0600600000,0600000000
0600614000,060614000,San Remigio,Mun,,0600600000,0600000000
0600615000,060615000,Sebaste,Mun,,0600600000,0600000000
0600616000,060616000,Sibalom,Mun,,0600600000,0600000000
0600617000,060617000,Tibiao,Mun,,0600600000,0600000000
0600618000,060618000,Valderrama,Mun,,0600600000,0600000000
0601901000,061901000,Cuartero,Mun,,0601900000,0600000000
0601902000,061902000,Dao,Mun,,0601900000,0600000000
0601903000,061903000,Dumalag,Mun,,0601900000,0600000000
0601904000,061904000,Dumarao,Mun,,0601900000,0600000000
0601905000,061905000,Ivisan,Mun,,0601900000,0600000000
0601906000,061906000,Jamindan,Mun,,0601900000,0600000000
0601907000,061907000,Ma-Ayon,Mun,,0601900000,0600000000
0601908000,061908000,Mambusao,Mun,,0601900000,0600000000
0601909000,061909000,Panay,Mun,,0601900000,0600000000
0601910000,061910000,Panitan,Mun,,0601900000,0600000000
0601911000,061911000,Pilar,Mun,,0601900000,0600000000
0601912000,061912000,Pontevedra,Mun,,0601900000,0600000000
0601913000,061913000,President Roxas,Mun,,0601900000,0600000000
0601914000,061914000,Roxas City,City,CC,0601900000,0600000000
0601915000,061915000,Sapi-An,Mun,,0601900000,0600000000
0601916000,061916000,Sigma,Mun,,0601900000,0600000000
0601917000,061917000,Tapaz,Mun,,0601900000,0600000000
0603001000,063001000,Ajuy,Mun,,0603000000,0600000000
0603002000,063002000,Alimodian,Mun,,0603000000,0600000000
0603003000,063003000,Anilao,Mun,,0603000000,0600000000
0603004000,063004000,Badiangan,Mun,,0603000000,0600000000
0603005000,063005000,Balasan,Mun,,0603000000,0600000000
0603006000,063006000,Banate,Mun,,0603000000,0600000000
0603007000,063007000,Barotac Nuevo,Mun,,0603000000,0600000000
0603008000,063008000,Barotac Viejo,Mun,,0603000000,0600000000
0603009000,063009000,Batad,Mun,,0603000000,0600000000
0603010000,063010000,Bingawan,Mun,,0603000000,0600000000
0603012000,063012000,Cabatuan,Mun,,0603000000,0600000000
0603013000,063013000,Calinog,Mun,,0603000000,0600000000
0603014000,063014000,Carles,Mun,,0603000000,0600000000
0603015000,063015000,Concepcion,Mun,,0603000000,0600000000
0603016000,063016000,Dingle,Mun,,0603000000,0600000000
0603017000,063017000,Dueñas,Mun,,0603000000,0600000000
0603018000,063018000,Dumangas,Mun,,0603000000,0600000000
0603019000,063019000,Estancia,Mun,,0603000000,0600000000
0603020000,063020000,Guimbal,Mun,,0603000000,0600000000
0603021000,063021000,Igbaras,Mun,,0603000000,0600000000
0631000000,063022000,Iloilo City,City,HUC,0603000000,0600000000
0603023000,063023000,Janiuay,Mun,,0603000000,0600000000
0603025000,063025000,Lambunao,Mun,,0603000000,0600000000
0603026000,063026000,Leganes,Mun,,0603000000,0600000000
0603027000,063027000,Lemery,Mun,,0603000000,0600000000
0603028000,063028000,Leon,Mun,,0603000000,0600000000
0603029000,063029000,Maasin,Mun,,0603000000,0600000000
0603030000,063030000,Miagao,Mun,,0603000000,0600000000
0603031000,063031000,Mina,Mun,,0603000000,0600000000
0603032000,063032000,New Lucena,Mun,,0603000000,0600000000
0603034000,063034000,Oton,Mun,,0603000000,0600000000
0603035000,063035000,City of Passi,City,CC,0603000000,0600000000
0603036000,063036000,Pavia,Mun,,0603000000,0600000000
0603037000,063037000,Pototan,Mun,,0603000000,0600000000
0603038000,063038000,San Dionisio,Mun,,0603000000,0600000000
0603039000,063039000,San Enrique,Mun,,0603000000,0600000000
0603040000,063040000,San Joaquin,Mun,,0603000000,0600000000
0603041000,063041000,San Miguel,Mun,,0603000000,0600000000
0603042000,063042000,San Rafael,Mun,,0603000000,0600000000
0603043000,063043000,Santa Barbara,Mun,,0603000000,0600000000
0603044000,063044000,Sara,Mun,,0603000000,0600000000
0603045000,063045000,Tigbauan,Mun,,0603000000,0600000000
0603046000,063046000,Tubungan,Mun,,0603000000,0600000000
0603047000,063047000,Zarraga,Mun,,0603000000,0600000000
0607901000,067901000,Buenavista,Mun,,0607900000,0600000000
0607902000,067902000,Jordan,Mun,,0607900000,0600000000
0607903000,067903000,Nueva Valencia,Mun,,0607900000,0600000000
0607904000,067904000,San Lorenzo,Mun,,0607900000,0600000000
0607905000,067905000,Sibunag,Mun,,0607900000,0600000000
0701201000,071201000,Alburquerque,Mun,,0701200000,0700000000
0701202000,071202000,Alicia,Mun,,0701200000,0700000000
0701203000,071203000,Anda,Mun,,0701200000,0700000000
0701204000,071204000,Antequera,Mun,,0701200000,0700000000
0701205000,071205000,Baclayon,Mun,,0701200000,0700000000
0701206000,071206000,Balilihan,Mun,,0701200000,0700000000
0701207000,071207000,Batuan,Mun,,0701200000,0700000000
0701208000,071208000,Bilar,Mun,,0701200000,0700000000
0701209000,071209000,Buenavista,Mun,,0701200000,0700000000
0701210000,071210000,Calape,Mun,,0701200000,0700000000
0701211000,071211000,Candijay,Mun,,0701200000,0700000000
0701212000,071212000,Carmen,Mun,,0701200000,0700000000
0701213000,071213000,Catigbian,Mun,,0701200000,0700000000
0701214000,071214000,Clarin,Mun,,0701200000,0700000000
0701215000,071215000,Corella,Mun,,0701200000,0700000000
0701216000,071216000,Cortes,Mun,,0701200000,0700000000
0701217000,071217000,Dagohoy,Mun,,0701200000,0700000000
0701218000,071218000,Danao,Mun,,0701200000,0700000000
0701219000,071219000,Dauis,Mun,,0701200000,0700000000
0701220000,071220000,Dimiao,Mun,,0701200000,0700000000
0701221000,071221000,Duero,Mun,,0701200000,0700000000
0701222000,071222000,Garcia Hernandez,Mun,,0701200000,0700000000
0701223000,071223000,Guindulman,Mun,,0701200000,0700000000
0701224000,071224000,Inabanga,Mun,,0701200000,0700000000
0701225000,071225000,Jagna,Mun,,0701200000,0700000000
0701226000,071226000,Getafe,Mun,,0701200000,0700000000
0701227000,071227000,Lila,Mun,,0701200000,0700000000
0701228000,071228000,Loay,Mun,,0701200000,0700000000
0701229000,071229000,Loboc,Mun,,0701200000,0700000000
0701230000,071230000,Loon,Mun,,0701200000,0700000000
0701231000,071231000,Mabini,Mun,,0701200000,0700000000
0701232000,071232000,Maribojoc,Mun,,0701200000,0700000000
0701233000,071233000,Panglao,Mun,,0701200000,0700000000
0701234000,071234000,Pilar,Mun,,0701200000,0700000000
0701235000,071235000,Pres. Carlos P. Garcia,Mun,,0701200000,0700000000
0701236000,071236000,Sagbayan,Mun,,0701200000,0700000000
0701237000,071237000,San Isidro,Mun,,0701200000,0700000000
0701238000,071238000,San Miguel,Mun,,0701200000,0700000000
0701239000,071239000,Sevilla,Mun,,0701200000,0700000000
0701240000,071240000,Sierra Bullones,Mun,,0701200000,0700000000
0701241000,071241000,Sikatuna,Mun,,0701200000,0700000000
0701242000,071242000,Tagbilaran City,City,CC,0701200000,0700000000
0701243000,071243000,Talibon,Mun,,0701200000,0700000000
0701244000,071244000,Trinidad,Mun,,0701200000,0700000000
0701245000,071245000,Tubigon,Mun,,0701200000,0700000000
0701246000,071246000,Ubay,Mun,,0701200000,0700000000
0701247000,071247000,Valencia,Mun,,0701200000,0700000000
0701248000,071248000,Bien Unido,Mun,,0701200000,0700000000
0702201000,072201000,Alcantara,Mun,,0702200000,0700000000
0702202000,072202000,Alcoy,Mun,,0702200000,0700000000
0702203000,072203000,Alegria,Mun,,0702200000,0700000000
0702204000,072204000,Aloguinsan,Mun,,0702200000,0700000000
0702205000,072205000,Argao,Mun,,0702200000,0700000000
0702206000,072206000,Asturias,Mun,,0702200000,0700000000
0702207000,072207000,Badian,Mun,,0702200000,0700000000
0702208000,072208000,Balamban,Mun,,0702200000,0700000000
0702209000,072209000,Bantayan,Mun,,0702200000,0700000000
0702210000,072210000,Barili,Mun,,0702200000,0700000000
0702211000,072211000,City of Bogo,City,CC,0702200000,0700000000
0702212000,072212000,Boljoon,Mun,,0702200000,0700000000
0702213000,072213000,Borbon,Mun,,0702200000,0700000000
0702214000,072214000,City of Carcar,City,CC,0702200000,0700000000
0702215000,072215000,Carmen,Mun,,0702200000,0700000000
0702216000,072216000,Catmon,Mun,,0702200000,0700000000
0730600000,072217000,Cebu City,City,HUC,0702200000,0700000000
0702218000,072218000,Compostela,Mun,,0702200000,0700000000
0702219000,072219000,Consolacion,Mun,,0702200000,0700000000
0702220000,072220000,Cordova,Mun,,0702200000,0700000000
0702221000,072221000,Daanbantayan,Mun,,0702200000,0700000000
0702222000,072222000,Dalaguete,Mun,,0702200000,0700000000
0702223000,072223000,Danao City,City,CC,0702200000,0700000000
0702224000,072224000,Dumanjug,Mun,,0702200000,0700000000
0702225000,072225000,Ginatilan,Mun,,0702200000,0700000000
0731100000,072226000,Lapu-Lapu City,City,HUC,0702200000,0700000000
0702227000,072227000,Liloan,Mun,,0702200000,0700000000
0702228000,072228000,Madridejos,Mun,,0702200000,0700000000
0702229000,072229000,Malabuyoc,Mun,,0702200000,0700000000
0731300000,072230000,Mandaue City,City,HUC,0702200000,0700000000
0702231000,072231000,Medellin,Mun,,0702200000,0700000000
0702232000,072232000,Minglanilla,Mun,,0702200000,0700000000
0702233000,072233000,Moalboal,Mun,,0702200000,0700000000
0702234000,072234000,City of Naga,City,CC,0702200000,0700000000
0702235000,072235000,Oslob,Mun,,0702200000,0700000000
0702236000,072236000,Pilar,Mun,,0702200000,0700000000
0702237000,072237000,Pinamungahan,Mun,,0702200000,0700000000
0702238000,072238000,Poro,Mun,,0702200000,0700000000
0702239000,072239000,Ronda,Mun,,0702200000,0700000000
0702240000,072240000,Samboan,Mun,,0702200000,0700000000
0702241000,072241000,San Fernando,Mun,,0702200000,0700000000
0702242000,072242000,San Francisco,Mun,,0702200000,0700000000
0702243000,072243000,San Remigio,Mun,,0702200000,0700000000
0702244000,072244000,Santa Fe,Mun,,0702200000,0700000000
0702245000,072245000,Santander,Mun,,0702200000,0700000000
0702246000,072246000,Sibonga,Mun,,0702200000,0700000000
0702247000,072247000,Sogod,Mun,,0702200000,0700000000
0702248000,072248000,Tabogon,Mun,,0702200000,0700000000
0702249000,072249000,Tabuelan,Mun,,0702200000,0700000000
0702250000,072250000,City of Talisay,City,CC,0702200000,0700000000
0702251000,072251000,Toledo City,City,CC,0702200000,0700000000
0702252000,072252000,Tuburan,Mun,,0702200000,0700000000
0702253000,072253000,Tudela,Mun,,0702200000,0700000000
1806101000,076101000,Enrique Villanueva,Mun,,1806100000,0700000000
1806102000,076102000,Larena,Mun,,1806100000,0700000000
1806103000,076103000,Lazi,Mun,,1806100000,0700000000
1806104000,076104000,Maria,Mun,,1806100000,0700000000
1806105000,076105000,San Juan,Mun,,1806100000,0700000000
1806106000,076106000,Siquijor,Mun,,1806100000,0700000000
0802601000,082601000,Arteche,Mun,,0802600000,0800000000
0802602000,082602000,Balangiga,Mun,,0802600000,0800000000
0802603000,082603000,Balangkayan,Mun,,0802600000,0800000000
0802604000,082604000,City of Borongan,City,CC,0802600000,0800000000
0802605000,082605000,Can-Avid,Mun,,0802600000,0800000000
0802606000,082606000,Dolores,Mun,,0802600000,0800000000
0802607000,082607000,General Macarthur,Mun,,0802600000,0800000000
0802608000,082608000,Giporlos,Mun,,0802600000,0800000000
0802609000,082609000,Guiuan,Mun,,0802600000,0800000000
0802610000,082610000,Hernani,Mun,,0802600000,0800000000
0802611000,082611000,Jipapad,Mun,,0802600000,0800000000
0802612000,082612000,Lawaan,Mun,,0802600000,0800000000
0802613000,082613000,Llorente,Mun,,0802600000,0800000000
0802614000,082614000,Maslog,Mun,,0802600000,0800000000
0802615000,082615000,Maydolong,Mun,,0802600000,0800000000
0802616000,082616000,Mercedes,Mun,,0802600000,0800000000
0802617000,082617000,Oras,Mun,,0802600000,0800000000
0802618000,082618000,Quinapondan,Mun,,0802600000,0800000000
0802619000,082619000,Salcedo,Mun,,0802600000,0800000000
0802620000,082620000,San Julian,Mun,,0802600000,0800000000
0802621000,082621000,San Policarpo,Mun,,0802600000,0800000000
0802622000,082622000,Sulat,Mun,,0802600000,0800000000
0802623000,082623000,Taft,Mun,,0802600000,0800000000
0803701000,083701000,Abuyog,Mun,,0803700000,0800000000
0803702000,083702000,Alangalang,Mun,,0803700000,0800000000
0803703000,083703000,Albuera,Mun,,0803700000,0800000000
0803705000,083705000,Babatngon,Mun,,0803700000,0800000000
0803706000,083706000,Barugo,Mun,,0803700000,0800000000
0803707000,083707000,Bato,Mun,,0803700000,0800000000
0803708000,083708000,City of Baybay,City,CC,0803700000,0800000000
0803710000,083710000,Burauen,Mun,,0803700000,0800000000
0803713000,083713000,Calubian,Mun,,0803700000,0800000000
0803714000,083714000,Capoocan,Mun,,0803700000,0800000000
0803715000,083715000,Carigara,Mun,,0803700000,0800000000
0803717000,083717000,Dagami,Mun,,0803700000,0800000000
0803718000,083718000,Dulag,Mun,,0803700000,0800000000
0803719000,083719000,Hilongos,Mun,,0803700000,0800000000
0803720000,083720000,Hindang,Mun,,0803700000,0800000000
0803721000,083721000,Inopacan,Mun,,0803700000,0800000000
0803722000,083722000,Isabel,Mun,,0803700000,0800000000
0803723000,083723000,Jaro,Mun,,0803700000,0800000000
0803724000,083724000,Javier,Mun,,0803700000,0800000000
0803725000,083725000,Julita,Mun,,0803700000,0800000000
0803726000,083726000,Kananga,Mun,,0803700000,0800000000
0803728000,083728000,La Paz,Mun,,0803700000,0800000000
0803729000,083729000,Leyte,Mun,,0803700000,0800000000
0803730000,083730000,Macarthur,Mun,,0803700000,0800000000
0803731000,083731000,Mahaplag,Mun,,0803700000,0800000000
0803733000,083733000,Matag-Ob,Mun,,0803700000,0800000000
0803734000,083734000,Matalom,Mun,,0803700000,0800000000
0803735000,083735000,Mayorga,Mun,,0803700000,0800000000
0803736000,083736000,Merida,Mun,,0803700000,0800000000
0803738000,083738000,Ormoc City,City,ICC,0803700000,0800000000
0803739000,083739000,Palo,Mun,,0803700000,0800000000
0803740000,083740000,Palompon,Mun,,0803700000,0800000000
0803741000,083741000,Pastrana,Mun,,0803700000,0800000000
0803742000,083742000,San Isidro,Mun,,0803700000,0800000000
0803743000,083743000,San Miguel,Mun,,0803700000,0800000000
0803744000,083744000,Santa Fe,Mun,,0803700000,0800000000
0803745000,083745000,Tabango,Mun,,0803700000,0800000000
0803746000,083746000,Tabontabon,Mun,,0803700000,0800000000
0831600000,083747000,Tacloban City,City,HUC,0803700000,0800000000
0803748000,083748000,Tanauan,Mun,,0803700000,0800000000
0803749000,083749000,Tolosa,Mun,,0803700000,0800000000
0803750000,083750000,Tunga,Mun,,0803700000,0800000000
0803751000,083751000,Villaba,Mun,,0803700000,0800000000
0804801000,084801000,Allen,Mun,,0804800000,0800000000
0804802000,084802000,Biri,Mun,,0804800000,0800000000
0804803000,084803000,Bobon,Mun,,0804800000,0800000000
0804804000,084804000,Capul,Mun,,0804800000,0800000000
0804805000,084805000,Catarman,Mun,,0804800000,0800000000
0804806000,084806000,Catubig,Mun,,0804800000,0800000000
0804807000,084807000,Gamay,Mun,,0804800000,0800000000
0804808000,084808000,Laoang,Mun,,0804800000,0800000000
0804809000,084809000,Lapinig,Mun,,0804800000,0800000000
0804810000,084810000,Las Navas,Mun,,0804800000,0800000000
0804811000,084811000,Lavezares,Mun,,0804800000,0800000000
0804812000,084812000,Mapanas,Mun,,0804800000,0800000000
0804813000,084813000,Mondragon,Mun,,0804800000,0800000000
0804814000,084814000,Palapag,Mun,,0804800000,0800000000
0804815000,084815000,Pambujan,Mun,,0804800000,0800000000
0804816000,084816000,Rosario,Mun,,0804800000,0800000000
0804817000,084817000,San Antonio,Mun,,0804800000,0800000000
0804818000,084818000,San Isidro,Mun,,0804800000,0800000000
0804819000,084819000,San Jose,Mun,,0804800000,0800000000
0804820000,084820000,San Roque,Mun,,0804800000,0800000000
0804821000,084821000,San Vicente,Mun,,0804800000,0800000000
0804822000,084822000,Silvino Lobos,Mun,,0804800000,0800000000
0804823000,084823000,Victoria,Mun,,0804800000,0800000000
0804824000,084824000,Lope de Vega,Mun,,0804800000,0800000000
0806001000,086001000,Almagro,Mun,,0806000000,0800000000
0806002000,086002000,Basey,Mun,,0806000000,0800000000
0806003000,086003000,Calbayog City,City,CC,0806000000,0800000000
0806004000,086004000,Calbiga,Mun,,0806000000,0800000000
0806005000,086005000,City of Catbalogan,City,CC,0806000000,0800000000
0806006000,086006000,Daram,Mun,,0806000000,0800000000
0806007000,086007000,Gandara,Mun,,0806000000,0800000000
0806008000,086008000,Hinabangan,Mun,,0806000000,0800000000
0806009000,086009000,Jiabong,Mun,,0806000000,0800000000
0806010000,086010000,Marabut,Mun,,0806000000,0800000000
0806011000,086011000,Matuguinao,Mun,,0806000000,0800000000
0806012000,086012000,Motiong,Mun,,0806000000,0800000000
0806013000,086013000,Pinabacdao,Mun,,0806000000,0800000000
0806014000,086014000,San Jose de Buan,Mun,,0806000000,0800000000
0806015000,086015000,San Sebastian,Mun,,0806000000,0800000000
0806016000,086016000,Santa Margarita,Mun,,0806000000,0800000000
0806017000,086017000,Santa Rita,Mun,,0806000000,0800000000
0806018000,086018000,Santo Niño,Mun,,0806000000,0800000000
0806019000,086019000,Talalora,Mun,,0806000000,0800000000
0806020000,086020000,Tarangnan,Mun,,0806000000,0800000000
0806021000,086021000,Villareal,Mun,,0806000000,0800000000
0806022000,086022000,Paranas,Mun,,0806000000,0800000000
0806023000,086023000,Zumarraga,Mun,,0806000000,0800000000
0806024000,086024000,Tagapul-An,Mun,,0806000000,0800000000
0806025000,086025000,San Jorge,Mun,,0806000000,0800000000
0806026000,086026000,Pagsanghan,Mun,,0806000000,0800000000
0806401000,086401000,Anahawan,Mun,,0806400000,0800000000
0806402000,086402000,Bontoc,Mun,,0806400000,0800000000
0806403000,086403000,Hinunangan,Mun,,0806400000,0800000000
0806404000,086404000,Hinundayan,Mun,,0806400000,0800000000
0806405000,086405000,Libagon,Mun,,0806400000,0800000000
0806406000,086406000,Liloan,Mun,,0806400000,0800000000
0806407000,086407000,City of Maasin,City,CC,0806400000,0800000000
0806408000,086408000,Macrohon,Mun,,0806400000,0800000000
0806409000,086409000,Malitbog,Mun,,0806400000,0800000000
0806410000,086410000,Padre Burgos,Mun,,0806400000,0800000000
0806411000,086411000,Pintuyan,Mun,,0806400000,0800000000
0806412000,086412000,Saint Bernard,Mun,,0806400000,0800000000
0806413000,086413000,San Francisco,Mun,,0806400000,0800000000
0806414000,086414000,San Juan,Mun,,0806400000,0800000000
0806415000,086415000,San Ricardo,Mun,,0806400000,0800000000
0806416000,086416000,Silago,Mun,,0806400000,0800000000
0806417000,086417000,Sogod,Mun,,0806400000,0800000000
0806418000,086418000,Tomas Oppus,Mun,,0806400000,0800000000
0806419000,086419000,Limasawa,Mun,,0806400000,0800000000
0807801000,087801000,Almeria,Mun,,0807800000,0800000000
0807802000,087802000,Biliran,Mun,,0807800000,0800000000
0807803000,087803000,Cabucgayan,Mun,,0807800000,0800000000
0807804000,087804000,Caibiran,Mun,,0807800000,0800000000
0807805000,087805000,Culaba,Mun,,0807800000,0800000000
0807806000,087806000,Kawayan,Mun,,0807800000,0800000000
0807807000,087807000,Maripipi,Mun,,0807800000,0800000000
0807808000,087808000,Naval,Mun,,0807800000,0800000000
0907201000,097201000,Dapitan City,City,CC,0907200000,0900000000
0907202000,097202000,Dipolog City,City,CC,0907200000,0900000000
0907203000,097203000,Katipunan,Mun,,0907200000,0900000000
0907204000,097204000,La Libertad,Mun,,0907200000,0900000000
0907205000,097205000,Labason,Mun,,0907200000,0900000000
0907206000,097206000,Liloy,Mun,,0907200000,0900000000
0907207000,097207000,Manukan,Mun,,0907200000,0900000000
0907208000,097208000,Mutia,Mun,,0907200000,0900000000
0907209000,097209000,Piñan,Mun,,0907200000,0900000000
0907210000,097210000,Polanco,Mun,,0907200000,0900000000
0907211000,097211000,Pres. Manuel A. Roxas,Mun,,0907200000,0900000000
0907212000,097212000,Rizal,Mun,,0907200000,0900000000
0907213000,097213000,Salug,Mun,,0907200000,0900000000
